Event Generated Time (UTC),Event ID,Event Description,Event Category,Threat Target IPv4 Address,Action Taken,Agent GUID
7/31/13 9:01:26 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 9:00:32 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:57:36 PM,18000,Host intrusion detected and handled,Program,12.205.13.102,Permitted,DDB992D4-FC2D-4B88-8282-469566BE1E79
7/31/13 8:55:56 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:55:48 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:55:33 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:52:42 PM,18000,Host intrusion detected and handled,Program,12.205.13.101,Permitted,4B9C2FB2-8EC7-48C2-BBE4-B61D2270AC66
7/31/13 8:52:39 PM,18000,Host intrusion detected and handled,Program,12.205.13.109,Permitted,032B7573-1E34-4F62-8BD0-B5D4B81648F6
7/31/13 8:51:26 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:50:50 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:50:31 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:48:18 PM,18000,Host intrusion detected and handled,Program,12.205.15.106,Permitted,7C84F4CD-2B59-4EF6-834A-B34D69B1F0E3
7/31/13 8:46:25 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:45:48 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:45:46 PM,18000,Host intrusion detected and handled,Program,104.12.13.105,Permitted,0581AB3B-4C95-4137-A9AE-E9B3F7BE4192
7/31/13 8:45:33 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:44:29 PM,18000,Host intrusion detected and handled,Program,12.205.14.103,Permitted,971D8C72-A82D-444F-A48C-DFAF129FAB54
7/31/13 8:44:01 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:41:23 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:40:47 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:40:32 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:35:57 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:35:50 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:35:30 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:34:07 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:33:46 PM,18000,Host intrusion detected and handled,Program,104.12.13.101,Permitted,7E0F2FB8-7B8E-4691-95A1-191A4B4B1797
7/31/13 8:32:21 PM,18000,Host intrusion detected and handled,File system,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:31:24 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:30:50 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:30:32 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:29:51 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:27:43 PM,18000,Host intrusion detected and handled,Program,104.12.14.102,Permitted,20554CA3-33D9-45E4-BA4D-6500FE443E63
7/31/13 8:26:27 PM,18000,Host intrusion detected and handled,Program,12.205.15.102,Permitted,C1BB06D5-D468-47C2-8A48-727BE8C2A9FF
7/31/13 8:26:22 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:26:21 PM,18000,Host intrusion detected and handled,Program,104.12.13.103,Permitted,68A97A6B-2FCC-48B4-A9D3-7D86016C4926
7/31/13 8:26:12 PM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 8:26:03 PM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 8:25:52 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:25:31 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:24:34 PM,18000,Host intrusion detected and handled,Program,104.12.14.104,Permitted,28A9C81B-7DF4-42E7-B4DF-61807FB74B3D
7/31/13 8:21:24 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:20:47 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:20:29 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:19:07 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:18:41 PM,18000,Host intrusion detected and handled,File system,142.61.11.151,Blocked,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:18:24 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:17:39 PM,18000,Host intrusion detected and handled,Program,104.12.15.102,Permitted,A26C3BD6-BE90-4168-B56F-7DB45B45E49E
7/31/13 8:17:27 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:16:23 PM,18000,Host intrusion detected and handled,Program,12.205.15.109,Permitted,9A40883F-79BE-4662-A891-903A2289F29F
7/31/13 8:16:15 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:16:11 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:15:55 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:15:55 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:15:44 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:15:39 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:15:31 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:15:06 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:14:06 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:13:34 PM,18000,Host intrusion detected and handled,Registry,142.61.11.151,Permitted,41438AE7-F9F4-442C-ABE5-FAADA365DBEB
7/31/13 8:11:21 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:10:51 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:10:30 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:08:57 PM,1284,"file infected.  Undetermined clean error, delete failed",Malware detected,104.12.11.101,access denied,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:08:53 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:08:51 PM,1284,"file infected.  Undetermined clean error, delete failed",Malware detected,104.12.11.101,access denied,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:08:48 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:08:43 PM,1284,"file infected.  Undetermined clean error, delete failed",Malware detected,104.12.11.101,access denied,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:08:35 PM,1284,"file infected.  Undetermined clean error, delete failed",Malware detected,104.12.11.101,access denied,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:08:27 PM,1284,"file infected.  Undetermined clean error, delete failed",Malware detected,104.12.11.101,access denied,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:08:21 PM,1284,"file infected.  Undetermined clean error, delete failed",Malware detected,104.12.11.101,access denied,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:08:15 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:07:47 PM,18000,Host intrusion detected and handled,Program,104.12.13.106,Permitted,D358C739-24FD-447D-B20D-0DAC8F825378
7/31/13 8:06:32 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:06:20 PM,18000,Host intrusion detected and handled,Program,12.205.14.106,Permitted,42720899-D1C1-4410-B75A-942B084FE300
7/31/13 8:05:48 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:05:29 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 8:05:22 PM,18000,Host intrusion detected and handled,Program,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 8:05:15 PM,18000,Host intrusion detected and handled,Services,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 8:05:05 PM,18000,Host intrusion detected and handled,Program,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 8:04:30 PM,18000,Host intrusion detected and handled,Program,12.205.15.103,Permitted,7CFEA854-679B-4704-B567-EAC16DDA8291
7/31/13 8:04:03 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 8:03:16 PM,18000,Host intrusion detected and handled,Program,144.170.31.100,Permitted,A3B92AA4-2139-43B7-949B-7E9C4A144843
7/31/13 8:02:24 PM,18000,Host intrusion detected and handled,Registry,142.61.11.152,Permitted,6855C309-716D-49B4-A6A7-4C479A03658B
7/31/13 8:01:22 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 8:00:47 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 8:00:30 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:59:40 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 7:58:17 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:56:03 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:55:44 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:55:29 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:51:29 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:50:55 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:50:27 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:49:04 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:47:34 PM,18000,Host intrusion detected and handled,Program,104.12.15.101,Permitted,CC195ABB-15CD-4CD7-864A-92965802DB94
7/31/13 7:47:14 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 7:46:28 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:46:06 PM,18000,Host intrusion detected and handled,Program,104.12.13.102,Permitted,D8B934E4-2D94-40BC-9E03-08001DF361DC
7/31/13 7:45:50 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:45:26 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:44:47 PM,18000,Host intrusion detected and handled,Program,104.12.15.106,Permitted,32199003-EF22-47F5-853D-3853D5B346A9
7/31/13 7:44:41 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 7:44:02 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:42:27 PM,18000,Host intrusion detected and handled,Program,104.12.14.101,Permitted,F86803A4-5D2A-4AEF-A6E4-84B3D6B609B7
7/31/13 7:41:35 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:40:54 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:40:24 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:40:05 PM,18000,Host intrusion detected and handled,Program,12.205.14.105,Permitted,9B3A2B38-77E1-447E-87A2-D0A73F37641F
7/31/13 7:37:21 PM,18000,Host intrusion detected and handled,Program,104.12.12.105,Permitted,7F7A5BD3-ED9D-4522-9D35-D297A7B04822
7/31/13 7:36:01 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:36:00 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:35:59 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:35:47 PM,18000,Host intrusion detected and handled,Program,104.12.12.108,Permitted,D98CEDC1-7D9C-41D1-A0A2-AB6CCA4AB4C6
7/31/13 7:35:26 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:34:05 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:33:59 PM,18000,Host intrusion detected and handled,Program,104.12.12.108,Permitted,D98CEDC1-7D9C-41D1-A0A2-AB6CCA4AB4C6
7/31/13 7:32:29 PM,18000,Host intrusion detected and handled,Program,104.12.12.108,Permitted,D98CEDC1-7D9C-41D1-A0A2-AB6CCA4AB4C6
7/31/13 7:31:28 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:30:54 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:30:33 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:29:42 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 7:29:37 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:28:06 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:27:09 PM,18000,Host intrusion detected and handled,Program,12.205.13.107,Permitted,AD898BE9-C646-4C8A-B293-7290A828F96B
7/31/13 7:26:35 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:26:27 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:26:10 PM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 7:26:02 PM,18000,Host intrusion detected and handled,Program,144.170.31.109,Permitted,177B7827-73C2-4334-B995-B35A9B0D738C
7/31/13 7:25:44 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:25:32 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:25:00 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:23:09 PM,1094,Port blocking rule violation detected,Firewall detected,142.61.11.152,Blocked,6855C309-716D-49B4-A6A7-4C479A03658B
7/31/13 7:22:31 PM,18000,Host intrusion detected and handled,Program,12.205.13.109,Permitted,032B7573-1E34-4F62-8BD0-B5D4B81648F6
7/31/13 7:22:27 PM,18000,Host intrusion detected and handled,Program,12.205.13.102,Permitted,DDB992D4-FC2D-4B88-8282-469566BE1E79
7/31/13 7:21:42 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:21:26 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:20:55 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:20:30 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:19:06 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:19:00 PM,18000,Host intrusion detected and handled,Program,104.12.12.108,Permitted,D98CEDC1-7D9C-41D1-A0A2-AB6CCA4AB4C6
7/31/13 7:17:27 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:16:00 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:15:54 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:15:29 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:14:42 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 7:13:01 PM,18000,Host intrusion detected and handled,Program,104.12.15.103,Permitted,F1DBD394-04EA-47FF-A73A-C13E35CFDC42
7/31/13 7:11:23 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:10:56 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:10:28 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:09:41 PM,18000,Host intrusion detected and handled,Program,104.12.13.105,Permitted,0581AB3B-4C95-4137-A9AE-E9B3F7BE4192
7/31/13 7:08:12 PM,18000,Host intrusion detected and handled,Program,12.205.15.108,Permitted,2210AB42-0673-4934-80FE-B917DFEF349A
7/31/13 7:06:26 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:05:54 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:05:50 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:05:45 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:05:30 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 7:05:13 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:05:07 PM,18000,Host intrusion detected and handled,Program,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 7:05:05 PM,18000,Host intrusion detected and handled,Program,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 7:05:05 PM,18000,Host intrusion detected and handled,Services,144.170.33.100,Permitted,29AAED2C-C79B-440E-A506-6B480A2654B7
7/31/13 7:04:07 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:04:01 PM,18000,Host intrusion detected and handled,Program,104.12.12.108,Permitted,D98CEDC1-7D9C-41D1-A0A2-AB6CCA4AB4C6
7/31/13 7:03:48 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:03:47 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:03:47 PM,18000,Host intrusion detected and handled,File system,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:03:46 PM,18000,Host intrusion detected and handled,File system,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 7:03:11 PM,18000,Host intrusion detected and handled,Program,12.205.15.106,Permitted,7C84F4CD-2B59-4EF6-834A-B34D69B1F0E3
7/31/13 7:01:25 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 7:00:53 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 7:00:37 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 7:00:28 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 6:59:43 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 6:58:50 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 6:57:35 PM,18000,Host intrusion detected and handled,Program,12.205.13.101,Permitted,4B9C2FB2-8EC7-48C2-BBE4-B61D2270AC66
7/31/13 6:57:22 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 6:56:18 PM,18000,Host intrusion detected and handled,Program,12.205.15.102,Permitted,C1BB06D5-D468-47C2-8A48-727BE8C2A9FF
7/31/13 6:56:02 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 6:55:59 PM,18000,Host intrusion detected and handled,File system,144.170.91.13,Blocked,CE427382-2170-4177-A58A-EAAC5620AC3E
7/31/13 6:55:52 PM,18000,Host intrusion detected and handled,File system,104.12.21.13,Blocked,81EBB9CF-56ED-4C5D-9E2C-C509965ED9E6
7/31/13 6:55:43 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 6:55:34 PM,1051,Unable to scan password protected,Operational,104.12.11.101,None,663380B0-F5F4-4D99-9AF1-42159DDEA78A
7/31/13 6:55:26 PM,18000,Host intrusion detected and handled,File system,12.205.21.13,Blocked,53AC0026-0062-405A-B3A5-3DE5F03ACF24
7/31/13 6:55:21 PM,18000,Host intrusion detected and handled,Program,12.205.14.103,Permitted,971D8C72-A82D-444F-A48C-DFAF129FAB54
7/31/13 6:54:42 PM,18000,Host intrusion detected and handled,Program,12.205.12.100,Permitted,ED5871FF-EE96-4E98-B223-7D5A99FE5902
7/31/13 6:54:29 PM,18000,Host intrusion detected and handled,Program,104.12.11.101,Permitted,663380B0-F5F4-4D99-9AF1-42159DDEA78A
